timestamp,artist,track,album,source,duration_seconds
#Add your data here 
2026-02-27T03:29:59.343959,Cub Sport,Paradise,,SomaFM Indie Pop,180
2026-02-27T03:32:36.843335,Peel Dream Magazine,Wish You Well,,SomaFM Indie Pop,180
2026-02-27T03:35:14.341700,Dr. Dog,Authority,,SomaFM Indie Pop,180
2026-02-27T03:38:36.845870,Radio Free Alice,Rule 31,,SomaFM Indie Pop,180
2026-02-27T03:42:44.344346,STRFKR,Never Ever,,SomaFM Indie Pop,180
2026-02-27T03:46:06.841988,Quiet Company,A Year In Decline,,SomaFM Indie Pop,180
2026-02-27T03:50:36.843481,Hope Sandoval,Thinking Like That,,SomaFM Indie Pop,180
2026-02-27T03:55:06.849611,Bat For Lashes,What's A Girl To Do,,SomaFM Indie Pop,180
2026-02-27T03:57:55.585794,Jet Van Der Steen,Juni,,SomaFM Indie Pop,180
2026-02-27T04:00:55.584103,Antlers,Carnage (Radio Edit),,SomaFM Indie Pop,180
2026-02-27T04:03:44.342396,Juliana Hatfield,Harmonizing With Myself,,SomaFM Indie Pop,180
2026-02-27T04:07:06.857573,Samana,I'll Keep You With Me,,SomaFM Indie Pop,180
2026-02-27T04:12:10.602377,Beach House,Heart Of Chambers,,SomaFM Indie Pop,180
2026-02-27T04:16:29.353455,Shannon & The Clams,Bean Fields,,SomaFM Indie Pop,180
2026-02-27T04:19:29.355403,Today Junior,Fired Up,,SomaFM Indie Pop,180
2026-02-27T04:22:29.359217,Barr Brothers,Naturally (Feat. La Force),,SomaFM Indie Pop,180
2026-02-27T04:27:10.590754,Donovan Woods,We Used To,,SomaFM Indie Pop,180
2026-02-27T04:29:59.353860,Death Cab For Cutie,Hurricane,,SomaFM Indie Pop,180
2026-02-27T04:46:22.832355,Julia Logan,Mirrors,,SomaFM Indie Pop,180
2026-02-27T04:54:45.346165,I Am Oak,The Way I See It,,SomaFM Indie Pop,180
2026-02-27T04:58:41.593903,Saintseneca,You Have To Lose Your Hat Someday,,SomaFM Indie Pop,180
2026-02-27T05:02:26.582183,Flock Of Dimes,Keep Me In The Dark,,SomaFM Indie Pop,180
2026-02-27T05:06:34.088096,Chris Von Sneidern,Feline,,SomaFM Indie Pop,180
2026-02-27T05:10:07.842174,Day Wave,Something Here,,SomaFM Indie Pop,180
2026-02-27T05:14:04.087444,"Growlers, The",One Million Lovers,,SomaFM Indie Pop,180
2026-02-27T05:18:34.103196,Wesley Fuller,Change Your Mind,,SomaFM Indie Pop,180
2026-02-27T05:21:56.567444,Dear Boy,Kelly Green,,SomaFM Indie Pop,180
2026-02-27T05:25:41.572098,Jay Som,Float,,SomaFM Indie Pop,180
2026-02-27T05:29:04.088074,Cass Mccombs,Peace,,SomaFM Indie Pop,180
2026-02-27T05:33:22.826326,Beaty Heart,Seafood,,SomaFM Indie Pop,180
2026-02-27T05:36:34.100933,Floodlights,Nullarbor,,SomaFM Indie Pop,180
2026-02-27T05:42:39.708948,Innocence Mission,Sisters And Brothers,,SomaFM Indie Pop,180
2026-02-27T05:43:58.450724,Katzin,Anna,,SomaFM Indie Pop,180
2026-02-27T05:46:13.453614,Wet Leg,Don't Speak,,SomaFM Indie Pop,180
2026-02-27T05:49:24.695087,Silva,January,,SomaFM Indie Pop,180
2026-02-27T05:53:32.215330,Mates Of State,Change,,SomaFM Indie Pop,180
2026-02-27T05:56:09.701676,Sharon Van Etten,I'll Try,,SomaFM Indie Pop,180
2026-02-27T05:59:09.700481,Farao,Hunter (Radio Edit),,SomaFM Indie Pop,180
2026-02-27T06:02:32.223333,Sea Lemon,Change Your Face,,SomaFM Indie Pop,180
2026-02-27T06:05:32.204145,Beths,Til My Heart Stops,,SomaFM Indie Pop,180
2026-02-27T06:09:39.712002,Mini Trees,Close,,SomaFM Indie Pop,180
2026-02-27T06:13:13.452360,Camera Obscura,Let's Get Out Of This Country,,SomaFM Indie Pop,180
2026-02-27T06:16:24.692924,Cut Copy,Stars Last Me A Lifetime,,SomaFM Indie Pop,180
2026-02-27T06:19:58.452618,Automatic,Black Box,,SomaFM Indie Pop,180
2026-02-27T06:24:05.945990,BEL,Amor,,SomaFM Indie Pop,180
2026-02-27T06:26:54.705281,Lunar Vacation,You Shouldn't Be,,SomaFM Indie Pop,180
2026-02-27T06:30:39.692770,Helio Sequence,Satellite,,SomaFM Indie Pop,180
2026-02-27T06:33:42.393112,Release The Sunbird,Why Can't You Look At Yourself,,SomaFM Indie Pop,180
2026-02-27T06:37:38.650461,Amber Arcades,Oh My Love (What Have We Done),,SomaFM Indie Pop,180
2026-02-27T06:40:49.898891,Vaccines,I Always Knew,,SomaFM Indie Pop,180
2026-02-27T06:44:23.651255,NoSo,But You Want Him,,SomaFM Indie Pop,180
2026-02-27T06:48:19.909212,Cate Le Bon,Always The Same (Feat. St. Vin,,SomaFM Indie Pop,180
2026-02-27T06:52:38.658282,Fruit Bats,Building A Cathedral,,SomaFM Indie Pop,180
2026-02-27T06:54:31.132765,Carroll,Daylight,,SomaFM Indie Pop,180
2026-02-27T06:58:04.894096,VHS Collection,Ghost,,SomaFM Indie Pop,180
2026-02-27T07:02:12.391602,Throwing Muses,Libretto,,SomaFM Indie Pop,180
2026-02-27T07:05:01.133337,Washed Out,Waking Up,,SomaFM Indie Pop,180
2026-02-27T07:09:55.071529,Peel Dream Magazine,The Band From Northampton,,SomaFM Indie Pop,180
2026-02-27T07:13:24.490715,Telekinesis!,Little Hill,,SomaFM Indie Pop,180
2026-02-27T07:15:39.491099,Matt Pond PA,Several Arrows Later,,SomaFM Indie Pop,180
2026-02-27T07:19:24.489209,Soccer Mommy,Circle The Drain,,SomaFM Indie Pop,180
2026-02-27T07:23:43.254253,Neko Case,Vengeance Is Sleeping,,SomaFM Indie Pop,180
2026-02-27T07:27:05.750374,Beirut,January 18th,,SomaFM Indie Pop,180
2026-02-27T07:30:39.490333,Youth Lagoon,Prizefighter,,SomaFM Indie Pop,180
2026-02-27T07:33:05.769222,Wye Oak,Repeat (If You Remind Me),,SomaFM Indie Pop,180
2026-02-27T07:37:13.266179,Dizzy,Roman Candles (Radio Edit For,,SomaFM Indie Pop,180
2026-02-27T07:41:20.752652,Halsted,Wait Up For Me,,SomaFM Indie Pop,180
2026-02-27T07:44:20.752391,Moon By Moon,Twisted Fingers,,SomaFM Indie Pop,180
2026-02-27T07:47:09.492707,Hand Habits,Way It Goes,,SomaFM Indie Pop,180
2026-02-27T07:51:17.012761,Antlers,Calamity,,SomaFM Indie Pop,180
2026-02-27T07:54:28.250509,"xx, The",Angels,,SomaFM Indie Pop,180
2026-02-27T07:57:17.009103,Baio,Sunburn Modern (Radio Edit),,SomaFM Indie Pop,180
2026-02-27T08:01:24.502550,Metric,Sick Muse,,SomaFM Indie Pop,180
2026-02-27T08:05:43.251281,Clean Spill,Come Around (Rado Edit),,SomaFM Indie Pop,180
2026-02-27T08:09:28.249492,Nada Surf,Open Seas,,SomaFM Indie Pop,180
2026-02-27T08:13:35.760132,Mary Onettes,Hurricane Heart,,SomaFM Indie Pop,180
2026-02-27T08:16:35.750323,Lisa SQ,Primitive Us,,SomaFM Indie Pop,180
2026-02-27T08:48:11.907910,Courtney Barnett,Rae Street,,SomaFM Indie Pop,180
2026-02-27T08:50:49.413686,Beach House,Drunk In LA,,SomaFM Indie Pop,180
2026-02-27T09:00:58.845499,Twilight Sad,Waiting For The Phone Call (Radio Edit),,SomaFM Indie Pop,180
2026-02-27T09:02:06.327892,Rachel Bobbitt,Don't Cry,,SomaFM Indie Pop,180
2026-02-27T09:06:25.070718,Iron & Wine,Right For Sky,,SomaFM Indie Pop,180
2026-02-27T09:10:21.354612,Future Husband,Ritual,,SomaFM Indie Pop,180
2026-02-27T09:13:21.346038,Flock Of Dimes,Afraid,,SomaFM Indie Pop,180
2026-02-27T09:17:06.329789,Ryli,Come And Get Me,,SomaFM Indie Pop,180
2026-02-27T09:20:51.355967,Daisy The Great,Lemon Seeds,,SomaFM Indie Pop,180
2026-02-27T09:24:25.082916,My Bloody Valentine,Only Shallow,,SomaFM Indie Pop,180
2026-02-27T09:28:32.588104,Real Estate,It's Real,,SomaFM Indie Pop,180
2026-02-27T09:31:21.325036,Champion And His Burning Flame,The Expert,,SomaFM Indie Pop,180
2026-02-27T09:59:41.745039,Pool Kids,Easier Said Than Done (Dirty),,SomaFM Indie Pop,180
2026-02-27T10:02:07.982750,Milly,Blocked On Everything,,SomaFM Indie Pop,180
2026-02-27T10:06:04.256775,Sarandons,Deep End,,SomaFM Indie Pop,180
2026-02-27T10:09:26.727977,Tennis,Needle And A Knife,,SomaFM Indie Pop,180
2026-02-27T10:12:26.740152,Fleet Foxes,Cassius,,SomaFM Indie Pop,180
2026-02-27T10:17:30.502079,Rogue Wave,In A Big Country (Big Country Cover),,SomaFM Indie Pop,180
2026-02-27T10:22:11.747711,Guided By Voices,Fly Baby,,SomaFM Indie Pop,180
2026-02-27T10:23:52.991705,Oneohtrix Point Never,Measuring Ruins,,SomaFM Indie Pop,180
2026-02-27T10:26:41.733353,Glom,Window,,SomaFM Indie Pop,180
2026-02-27T10:28:56.727747,Duane Hoover,Nowhere (Single),,SomaFM Indie Pop,180
2026-02-27T10:31:34.250778,Last Shadow Puppets,She Does The Woods,,SomaFM Indie Pop,180
2026-02-27T10:35:07.981217,Interpol,Success,,SomaFM Indie Pop,180
2026-02-27T10:38:30.488121,Wet Leg,Liquidize (Clean Edit),,SomaFM Indie Pop,180
2026-02-27T10:40:56.740672,Royel Otis,Without You,,SomaFM Indie Pop,180
2026-02-27T10:43:56.727796,Ekkstacy,Shutting Me Out,,SomaFM Indie Pop,180
2026-02-27T10:46:11.727518,Braids,Ebben (Elise's Radio Edit),,SomaFM Indie Pop,180
2026-02-27T10:51:04.242901,Starfucker,Boy Toy,,SomaFM Indie Pop,180
2026-02-27T10:54:15.488865,Carissa's Wierd,Die,,SomaFM Indie Pop,180
2026-02-27T10:59:30.485921,Meet Me In Orbit,Last Time,,SomaFM Indie Pop,180
2026-02-27T11:02:52.982005,Automatic,Play Boi,,SomaFM Indie Pop,180
2026-02-27T11:07:00.486299,Blondshell,Thumbtack,,SomaFM Indie Pop,180
2026-02-27T11:11:07.980649,Throwing Muses,Summer Of Love,,SomaFM Indie Pop,180
2026-02-27T11:13:56.740163,Cribs,Goodbye,,SomaFM Indie Pop,180
2026-02-27T11:16:45.509214,Rare Monk,Artifice,,SomaFM Indie Pop,180
2026-02-27T11:20:07.981544,Arc De Soleil,Riders Of The Moon,,SomaFM Indie Pop,180
2026-02-27T11:23:19.241180,M.a.g.s.,Sequence 03,,SomaFM Indie Pop,180
2026-02-27T11:26:52.980534,Paula Kelley,Party Line,,SomaFM Indie Pop,180
2026-02-27T11:30:15.504032,Dressy Bessy,Carry-On,,SomaFM Indie Pop,180
2026-02-27T11:35:07.981044,A.C. Newman,Strings,,SomaFM Indie Pop,180
2026-02-27T11:39:49.229366,Manchester Orchestra,My Backwards Walk (Frightened Rabbit Cover),,SomaFM Indie Pop,180
2026-02-27T11:43:00.501391,Peter Bjorn & John,Does It Matter Now,,SomaFM Indie Pop,180
2026-02-27T11:47:30.501570,Jet Van Der Steen,Antwoord,,SomaFM Indie Pop,180
2026-02-27T11:50:19.229570,Specific Coast,Problems (Clean),,SomaFM Indie Pop,180
2026-02-27T11:53:07.982505,Jay Som,Past Lives,,SomaFM Indie Pop,180
2026-02-27T11:55:56.742752,764,hero - Loaded Painted Red,,SomaFM Indie Pop,180
2026-02-27T12:01:56.760986,Frankie Rose,Street Of Dreams,,SomaFM Indie Pop,180
2026-02-27T12:07:34.241681,Shannon & The Clams,The Vow,,SomaFM Indie Pop,180
2026-02-27T12:11:19.246384,Softcult,Shortest Fuse,,SomaFM Indie Pop,180
2026-02-27T12:14:52.967393,Helio Sequence,Converter,,SomaFM Indie Pop,180
2026-02-27T12:19:22.968740,Tullycraft,Agincourt,,SomaFM Indie Pop,180
2026-02-27T12:22:34.230297,Tegan and Sara,"Goodbye, Goodbye",,SomaFM Indie Pop,180
2026-02-27T12:25:56.737507,Boy & Bear,Bad People,,SomaFM Indie Pop,180
2026-02-27T12:29:07.992099,Bombay Bicycle Club,Your Eyes,,SomaFM Indie Pop,180
2026-02-27T12:34:22.983863,Soft Loft,Pop Up,,SomaFM Indie Pop,180
2026-02-27T12:37:11.741230,Ryli,Medicine Speed,,SomaFM Indie Pop,180
2026-02-27T12:40:22.967759,Beths,Straight Line Was A Lie,,SomaFM Indie Pop,180
2026-02-27T12:44:30.486304,Neighbors,Long Time Gone,,SomaFM Indie Pop,180
2026-02-27T12:48:26.726762,Wilco,Cry All Day,,SomaFM Indie Pop,180
2026-02-27T12:52:34.226844,Sea Lemon,Thought For You,,SomaFM Indie Pop,180
2026-02-27T12:56:19.233854,Nilifer Yanya,Method Actor (Radio Edit),,SomaFM Indie Pop,180
2026-02-27T12:59:07.976297,Rocket,The Choice,,SomaFM Indie Pop,180
2026-02-27T13:02:19.236275,Best Coast,When The Sun Don't Shine,,SomaFM Indie Pop,180
2026-02-27T13:04:34.238316,toyGuitar,On A Wire,,SomaFM Indie Pop,180
2026-02-27T13:07:11.737175,I Am Oak,Woandering,,SomaFM Indie Pop,180
2026-02-27T13:10:45.489007,Pictish Trail,Slow Memories,,SomaFM Indie Pop,180
2026-02-27T13:14:30.487236,"xx, The",Insects,,SomaFM Indie Pop,180
2026-02-27T13:16:34.226483,Royel Otis,Glory To Glory,,SomaFM Indie Pop,180
2026-02-27T13:19:34.226568,Phantastic Ferniture,Dare To Fall In Love,,SomaFM Indie Pop,180
2026-02-27T13:21:49.226440,Dizzy,Pretty Thing,,SomaFM Indie Pop,180
2026-02-27T13:25:45.487891,Lykke Li,Gunshot,,SomaFM Indie Pop,180
2026-02-27T13:29:07.971978,Nada Surf,The One You Want,,SomaFM Indie Pop,180
2026-02-27T13:33:37.966663,Stella,Girl Supreme,,SomaFM Indie Pop,180
2026-02-27T13:36:15.488591,Amy Millan,The Overpass,,SomaFM Indie Pop,180
2026-02-27T13:39:15.488808,Danger Mouse & Sparklehorse,Revenge (Feat. Wayne Coyne),,SomaFM Indie Pop,180
2026-02-27T13:43:56.727518,Fruit Tree Foundation,Splinter,,SomaFM Indie Pop,180
2026-02-27T13:47:07.967541,Midlake,The Old And The Young (Radio Edit),,SomaFM Indie Pop,180
2026-02-27T13:50:41.744975,Vampire Weekend,Walcott,,SomaFM Indie Pop,180
2026-02-27T13:54:15.487778,Sea Lemon,Cynical,,SomaFM Indie Pop,180
2026-02-27T13:56:41.740752,Beths,Take,,SomaFM Indie Pop,180
